case_id,case_title,case_citation,parallel_cite,filed_date,not_rule36,number_of_patents,note,patent1,patent1_cpc,patent1_find_error,patent1_reverse,patent2,patent2_cpc,patent2_find_error,patent2_reverse,patent3,patent3_cpc,patent3_find_error,patent3_reverse,patent4,patent4_cpc,patent4_find_error,patent4_reverse,patent5,patent5_cpc,patent5_find_error,patent5_reverse,patent6,patent6_cpc,patent6_find_error,patent6_reverse,patent7,patent7_cpc,patent7_find_error,patent7_reverse
243,"Kreepy Krauly U.S.A., Inc. v. Sta-Rite Industries, Inc.",152 F.3d 949,1998 WL 196750,24/4/1998,1,1,,5293659,E04H4/1654,0,0,,,,,,,,,,,,,,,,,,,,,,,,
250,"Dane Industries, Inc. v. Ameritek Industries, LLC",154 Fed.Appx. 894,2005 WL 2759359,26/10/2005,1,2,,6220379,B62B3/1404,1,1,5934694,B60L15/40,0,0,,,,,,,,,,,,,,,,,,,,
251,"Fisher-Price, Inc. v. Graco Children's Products, Inc.",154 Fed.Appx. 903,2005 WL 2899289,4/11/2005,1,1,,6520862,A47D13/105,1,1,,,,,,,,,,,,,,,,,,,,,,,,
252,Pannu v. Iolab Corp.,155 F.3d 1344,47 U.S.P.Q.2d 1657,6/8/1998,1,1,,RE32525,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
254,Kolmes v. World Elastic Corp.,155 F.3d 565,1998 WL 255064,6/5/1998,1,1,,5177948,D02G3/442,0,0,,,,,,,,,,,,,,,,,,,,,,,,
256,Solomon v. Kimberly-Clark Corp.,155 F.3d 567,1998 WL 279346,26/5/1998,1,1,,4560381,A61F13/72,0,0,,,,,,,,,,,,,,,,,,,,,,,,
257,"Action Technologies, Inc. v. Novell Systems, Inc.",155 F.3d 567,1998 WL 279359,27/5/1998,1,1,,5216603,G06Q10/10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
259,"Micro Chemical, Inc. v. Lextron, Inc.",155 F.3d 571,1998 WL 386195,17/6/1998,1,1,,5315505,A01K11/006,1,1,,,,,,,,,,,,,,,,,,,,,,,,
260,"Kress Corp. v. Alexander Services, Inc.",155 F.3d 571,1998 WL 398819,15/6/1998,1,1,,4063658,C21B3/10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
263,"Invacare Corp. v. Ortho-Kinetics, Inc.",155 F.3d 573,1998 WL 380998,6/7/1998,1,1,,4007960,A47C1/0345,0,0,,,,,,,,,,,,,,,,,,,,,,,,
264,"Trimedyne, Inc. v. Surgical Laser Technologies, Inc.",155 F.3d 574,1998 WL 393864,10/7/1998,1,2,,4773413,B23K26/0648,0,0,5380317,A61B18/24,1,1,,,,,,,,,,,,,,,,,,,,
265,"Bateman v. Por-Ta Target, Inc.",155 Fed.Appx. 511,"2005-2 Trade Cases P 74,937",1/9/2005,1,1,,5822936,F41J13/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
266,Kapusta v. Gale Corp.,155 Fed.Appx. 518,2005 WL 3046326,15/11/2005,1,1,,6043663,G01R31/58,1,1,,,,,,,,,,,,,,,,,,,,,,,,
268,"Comark Communications, Inc. v. Harris Corp.",156 F.3d 1182,48 U.S.P.Q.2d 1001,9/9/1998,1,1,,5198904,H04N5/38,0,0,,,,,,,,,,,,,,,,,,,,,,,,
270,"Mas-Hamilton Group v. LaGard, Inc.",156 F.3d 1206,48 U.S.P.Q.2d 1010,10/9/1998,1,1,,5307656,E05B47/0688,0,0,,,,,,,,,,,,,,,,,,,,,,,,
271,PPG Industries v. Guardian Industries Corp.,156 F.3d 1351,48 U.S.P.Q.2d 1351,1/10/1998,1,1,,5240886,C03C4/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
272,"IP Innovation, L.L.C. v. Ecollege.com",156 Fed.Appx. 317,2005 WL 3163483,29/11/2005,1,1,,4877404,G09B7/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
273,"Unidynamics Corp. v. Automatic Products Intern., Ltd.",157 F.3d 1311,48 U.S.P.Q.2d 1099,18/9/1998,1,1,,4730750,G07F17/0071,1,0,,,,,,,,,,,,,,,,,,,,,,,,
274,"Desper Products, Inc. v. QSound Labs, Inc.",157 F.3d 1325,48 U.S.P.Q.2d 1088,18/9/1998,1,2,,5105462,H04S7/30,0,0,5208860,H04S1/002,0,0,,,,,,,,,,,,,,,,,,,,
276,Phillips Petroleum Co. v. Huntsman Polymers Corp.,157 F.3d 866,48 U.S.P.Q.2d 1161,22/9/1998,1,1,,3970719,C08F297/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
277,"EMI Group North America, Inc. v. Intel Corp.",157 F.3d 887,48 U.S.P.Q.2d 1181,29/9/1998,1,1,,4486943,H01L29/0847,0,0,,,,,,,,,,,,,,,,,,,,,,,,
278,Renishaw PLC v. Marposs Societa' per Azioni,158 F.3d 1243,48 U.S.P.Q.2d 1117,16/9/1998,1,1,,5491904,G01B7/012,0,0,,,,,,,,,,,,,,,,,,,,,,,,
279,"ATD Corp. v. Lydall, Inc.",159 F.3d 534,48 U.S.P.Q.2d 1321,6/10/1998,1,2,,5011743,B32B3/28,0,0,5111577,F16L59/08,0,0,,,,,,,,,,,,,,,,,,,,
280,"Minebea Co., Ltd. v. Think Outside, Inc.",159 Fed.Appx. 197,2006 WL 172218,25/1/2006,1,1,,4433225,H01H3/125,0,0,,,,,,,,,,,,,,,,,,,,,,,,
282,"Anderson v. International Engineering and Mfg., Inc.",160 F.3d 1345,48 U.S.P.Q.2d 1631,2/11/1998,1,1,,4758055,B62M27/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
283,"Bai v. L & L Wings, Inc.",160 F.3d 1350,48 U.S.P.Q.2d 1674,3/11/1998,1,1,,4017076,A63B59/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,
288,Key Pharmaceuticals v. Hercon Laboratories Corp.,161 F.3d 709,48 U.S.P.Q.2d 1911,25/11/1998,1,1,,5186938,A61K9/7061,0,0,,,,,,,,,,,,,,,,,,,,,,,,
290,"Grayzel v. St. Jude Medical, Inc.",162 Fed.Appx. 954,2005 WL 3529007,23/12/2005,1,1,,4850960,A61M25/065,0,0,,,,,,,,,,,,,,,,,,,,,,,,
291,"Koepnick Medical & Educ. Research Foundation, L.L.C. v. Alcon Laboratories, Inc.",162 Fed.Appx. 967,2005 WL 3543012,28/12/2005,1,1,,5658303,A61F9/013,0,0,,,,,,,,,,,,,,,,,,,,,,,,
293,Laitram Corp. v. NEC Corp.,163 F.3d 1342,49 U.S.P.Q.2d 1199,18/12/1998,1,1,,3952311,H04N1/1916,1,1,,,,,,,,,,,,,,,,,,,,,,,,
295,"Cannon Rubber Ltd. v. The First Years, Inc.",163 Fed.Appx. 870,2005 WL 3542910,28/12/2005,1,1,,5749850,A61M1/06,1,1,,,,,,,,,,,,,,,,,,,,,,,,
296,"Spectrum Intern., Inc. v. Sterilite Corp.",164 F.3d 1372,49 U.S.P.Q.2d 1065,9/12/1998,1,1,,4971202,B65D21/0213,1,0,,,,,,,,,,,,,,,,,,,,,,,,
297,"Voice Technologies Group, Inc. v. VMC Systems, Inc.",164 F.3d 605,49 U.S.P.Q.2d 1333,8/1/1999,1,1,,5222124,H04Q3/625,1,1,,,,,,,,,,,,,,,,,,,,,,,,
302,"National Recovery Technologies, Inc. v. Magnetic Separation Systems, Inc.",166 F.3d 1190,49 U.S.P.Q.2d 1671,4/2/1999,1,1,,5260576,B07C5/368,0,0,,,,,,,,,,,,,,,,,,,,,,,,
304,"Ranpak Corp. v. Storopack, Inc.",168 F.3d 1316,1998 WL 513598,15/7/1998,1,3,,4619635,B31D5/0047,1,1,5322477,B31D5/0047,0,0,5468208,B31D5/0047,0,0,,,,,,,,,,,,,,,,
305,"Armament Systems and Procedures, Inc. v. Monadnock Lifetime Products, Inc.",168 F.3d 1319,1998 WL 537746,7/8/1998,1,2,,5348297,C21D9/0068,0,0,,,,,,,,,,,,,,,,,,,,,,,,
306,Strub v. Axon Corp.,168 F.3d 1321,1998 WL 537721,17/8/1998,1,1,,4914893,B65C3/065,0,0,,,,,,,,,,,,,,,,,,,,,,,,
308,"Rome v. Galilean Seafoods, Inc.",168 F.3d 1322,1998 WL 613823,24/8/1998,1,1,,4715091,A22C29/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
312,"DSC Communications Corp. v. Pulse Communications, Inc.",170 F.3d 1354,"1999 Copr.L.Dec. P 27,886",11/3/1999,1,1,,5263081,H04Q1/444,1,1,,,,,,,,,,,,,,,,,,,,,,,,
315,"Aspex Eyewear, Inc., Manhattan Design Studio, Inc. v. Miracle Optics, Inc.",170 Fed.Appx. 710,2006 WL 509313,2/3/2006,1,1,,RE37545,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
318,"Sextant Avionique, S.A. v. Analog Devices, Inc.",172 F.3d 817,49 U.S.P.Q.2d 1865,26/2/1999,1,2,,4663972,G01P15/125,0,0,4711128,G01P15/18,0,0,,,,,,,,,,,,,,,,,,,,
320,"Fiber Optic Designs, Inc. v. Seasonal Specialties, LLC",172 Fed.Appx. 995,2006 WL 524073,3/3/2006,1,1,,6830358,F21V19/002,1,1,,,,,,,,,,,,,,,,,,,,,,,,
323,"Alpine Lace Brands, Inc. v. Kraft Foods, Inc.",173 F.3d 437,1998 WL 738600,22/10/1998,1,1,,5395630,A23C19/082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
325,"Alpine Lace Brands, Inc. v. Kraft Foods, Inc.",173 F.3d 437,51 U.S.P.Q.2d 1157,22/10/1998,1,1,,5395630,A23C19/082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
326,"Rodime PLC v. Seagate Technology, Inc.",174 F.3d 1294,50 U.S.P.Q.2d 1429,13/4/1999,1,1,,4638383,G11B5/012,1,1,,,,,,,,,,,,,,,,,,,,,,,,
327,"Al-Site Corp. v. VSI Intern., Inc.",174 F.3d 1308,50 U.S.P.Q.2d 1161,30/3/1999,1,4,,4976532,B65D73/0064,1,0,5144345,B65D73/0064,1,0,5260726,B65D73/0064,1,0,5521911,B65D73/0064,1,0,,,,,,,,,,,,
328,"Signtech USA, Ltd. v. Vutek, Inc.",174 F.3d 1352,50 U.S.P.Q.2d 1372,8/4/1999,1,2,,5376957,B41J2/04,0,0,4914522,H04N1/034,0,0,,,,,,,,,,,,,,,,,,,,
329,"Athletic Alternatives, Inc. v. Benetton Trading USA, Inc.",174 Fed.Appx. 571,82 U.S.P.Q.2d 1055,31/3/2006,1,1,,5197731,A63B49/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
331,"Johnson Worldwide Associates, Inc. v. Zebco Corp.",175 F.3d 985,50 U.S.P.Q.2d 1607,27/4/1999,1,1,,5202835,G05D1/0206,0,0,,,,,,,,,,,,,,,,,,,,,,,,
332,"Arlaine & Gina Rockey, Inc. v. Cordis Corp.",175 Fed.Appx. 329,2006 WL 678921,16/3/2006,1,1,,4641653,A61F5/0076,0,0,,,,,,,,,,,,,,,,,,,,,,,,
333,"Revolution Eyewear, Inc. v. Aspex Eyewear, Inc.",175 Fed.Appx. 350,2006 WL 870689,30/3/2006,1,1,,6550913,G02C9/00,1,1,,,,,,,,,,,,,,,,,,,,,,,,
334,"Karlin Technology, Inc. v. Surgical Dynamics, Inc.",177 F.3d 968,50 U.S.P.Q.2d 1465,16/4/1999,1,1,,5015247,A61B17/16,1,1,,,,,,,,,,,,,,,,,,,,,,,,
335,Philips Electronics North America Corp. v. Contec Corporation,177 Fed.Appx. 981,2006 WL 1049113,18/4/2006,1,2,,4703359,H04B1/202,0,0,5872562,H03J1/0025,0,0,,,,,,,,,,,,,,,,,,,,
336,"AptarGroup, Inc. v. Summit Packaging Systems, Inc.",178 F.3d 1306,1998 WL 791707,30/10/1998,1,1,,4792067,B65D83/38,0,0,,,,,,,,,,,,,,,,,,,,,,,,
339,"R.A.C.C. Industries, Inc. v. Stun-Tech, Inc.",178 F.3d 1309,49 U.S.P.Q.2d 1793,2/12/1998,1,1,,4943885,F41H13/0018,0,0,,,,,,,,,,,,,,,,,,,,,,,,
340,"Charleswater Products, Inc. v. Nevamar Corp.",178 F.3d 1310,1998 WL 911688,10/12/1998,1,1,,4301040,B32B7/12,1,1,,,,,,,,,,,,,,,,,,,,,,,,
342,"AFG Industries, Inc. v. Cardinal IG Co., Inc.",178 F.3d 1312,1999 WL 13270,5/1/1999,1,1,,4859532,C03C17/3613,1,1,,,,,,,,,,,,,,,,,,,,,,,,
344,"Carlisle Plastics, Inc. v. Spotless Enterprises, Inc.",178 F.3d 1313,1999 WL 37413,26/1/1999,1,1,,4322902,A47G25/1421,0,0,,,,,,,,,,,,,,,,,,,,,,,,
347,Kinzenbaw v. Case LLC,179 Fed.Appx. 20,2006 WL 1096680,26/4/2006,1,1,,4721168,A01B73/005,1,0,,,,,,,,,,,,,,,,,,,,,,,,
348,"Kwik Products, Inc. v. National Express, Inc.",179 Fed.Appx. 34,2006 WL 1096689,26/4/2006,1,1,,5896666,A01D34/4166,0,0,,,,,,,,,,,,,,,,,,,,,,,,
349,"Global Maintech Corp. v. I/O Concepts, Inc.",179 Fed.Appx. 47,2006 WL 1153574,2/5/2006,1,4,,6035264,G06F9/45512,0,0,6044393,G06F9/45512,0,0,6112237,G06F11/321,0,0,6157956,G06F11/3068,0,0,,,,,,,,,,,,
350,"Sun Coast Merchandise Corp. v. CCL Products Enterprises, Inc.",179 Fed.Appx. 6,2006 WL 1044244,21/4/2006,1,1,,6178085,G06F15/0216,1,1,,,,,,,,,,,,,,,,,,,,,,,,
351,"AccuScan, Inc. v. Xerox Corp.",18 Fed.Appx. 828,2001 WL 599700,31/5/2001,1,1,,3952144,H04N1/4076,0,0,,,,,,,,,,,,,,,,,,,,,,,,
352,Mollhagen v. Witte,18 Fed.Appx. 846,2001 WL 865078,30/7/2001,1,1,,5331923,A01K1/0613,0,0,,,,,,,,,,,,,,,,,,,,,,,,
353,Masimo Corp. v. Mallinckrodt Inc.,18 Fed.Appx. 852,2001 WL 894278,8/8/2001,1,1,,6036642,G06K9/0051,0,0,,,,,,,,,,,,,,,,,,,,,,,,
354,Tapco Intern. Corp. v. Van Mark Products Corp.,18 Fed.Appx. 865,2001 WL 902502,10/8/2001,1,1,,5582055,B21D5/042,1,1,,,,,,,,,,,,,,,,,,,,,,,,
356,"CIVIX-DDI, LLC v. Microsoft Corp.",18 Fed.Appx. 892,2001 WL 1002432,22/8/2001,1,1,,5682525,H04W4/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
359,"Augustine Medical, Inc. v. Gaymar Industries, Inc.",181 F.3d 1291,50 U.S.P.Q.2d 1900,8/6/1999,1,5,,5300102,A61F7/0097,0,0,5324320,A61F7/0097,0,0,5405371,A61F7/0097,0,0,4572188,A61F7/0097,0,0,5350417,A61F7/0097,0,0,,,,,,,,
360,Pall Corp. v. Hemasure Inc.,181 F.3d 1305,50 U.S.P.Q.2d 1947,8/6/1999,1,1,,5451321,A61M1/3627,1,1,,,,,,,,,,,,,,,,,,,,,,,,
361,Loral Fairchild Corp. v. Sony Corp.,181 F.3d 1313,50 U.S.P.Q.2d 1865,8/6/1999,1,2,,3931674,H01L29/76866,0,0,3896485,,0,0,,,,,,,,,,,,,,,,,,,,
362,"Pitney Bowes, Inc. v. Hewlett-Packard Co.",182 F.3d 1298,51 U.S.P.Q.2d 1161,23/6/1999,1,1,,4386272,G02B26/127,1,1,,,,,,,,,,,,,,,,,,,,,,,,
363,Dow AgroSciences LLC v. Crompton Corp.,182 Fed.Appx. 978,2006 WL 1308584,5/5/2006,1,2,,4607044,C07D233/66,0,0,4833151,C07D233/66,0,0,5142064,C07D233/66,0,0,,,,,,,,,,,,,,,,
364,"Advanced Cardiovascular Systems, Inc. v. Medtronic Vascular, Inc.",182 Fed.Appx. 994,2006 WL 1478513,26/5/2006,1,1,,5292331,A61F2/86,0,0,,,,,,,,,,,,,,,,,,,,,,,,
365,"Burke, Inc. v. Bruno Independent Living Aids, Inc.",183 F.3d 1334,51 U.S.P.Q.2d 1295,2/7/1999,1,1,,4570739,B62K5/025,1,1,,,,,,,,,,,,,,,,,,,,,,,,
366,"Rhine v. Casio, Inc.",183 F.3d 1342,51 U.S.P.Q.2d 1377,6/7/1999,1,1,,4910652,G04G21/00,1,1,,,,,,,,,,,,,,,,,,,,,,,,
367,"Smiths Industries Medical Systems, Inc. v. Vital Signs, Inc.",183 F.3d 1347,51 U.S.P.Q.2d 1415,14/7/1999,1,1,,4774941,A61M16/0078,1,1,,,,,,,,,,,,,,,,,,,,,,,,
368,"Hockerson-Halberstadt, Inc. v. Converse Inc.",183 F.3d 1369,51 U.S.P.Q.2d 1518,20/7/1999,1,1,,4322895,A43B23/17,1,1,,,,,,,,,,,,,,,,,,,,,,,,
370,"WMS Gaming, Inc. v. International Game Technology",184 F.3d 1339,51 U.S.P.Q.2d 1385,20/7/1999,1,1,,4448419,G07F17/3244,1,1,,,,,,,,,,,,,,,,,,,,,,,,
373,Zelinski v. Brunswick Corp.,185 F.3d 1311,51 U.S.P.Q.2d 1590,29/7/1999,1,1,,5046731,A63B37/0002,1,0,,,,,,,,,,,,,,,,,,,,,,,,
377,"Berg Technology v. Foxconn Intern., Inc.",185 F.3d 884,1999 WL 96414,23/2/1999,1,2,,5324204,G06F1/185,1,0,5401176,G06F1/185,1,0,,,,,,,,,,,,,,,,,,,,
379,Rival Co. v. Sunbeam Co.,185 F.3d 885,1999 WL 96416,23/2/1999,1,1,,4509412,A47J27/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
380,"Competitive Technologies, Inc. v. Fujitsu Ltd.",185 Fed.Appx. 958,2006 WL 1722561,15/6/2006,1,1,,5081400,G09G3/2927,0,0,,,,,,,,,,,,,,,,,,,,,,,,
383,"Momentus Golf, Inc. v. Swingrite Golf Corp.",187 Fed.Appx. 981,2006 WL 1813910,30/6/2006,1,1,,5582407,A63B15/00,1,1,,,,,,,,,,,,,,,,,,,,,,,,
385,"SunTiger, Inc. v. Scientific Research Funding Group",189 F.3d 1327,51 U.S.P.Q.2d 1811,19/8/1999,1,1,,4952046,G02C7/104,0,0,,,,,,,,,,,,,,,,,,,,,,,,
386,"Robotic Vision Systems, Inc. v. View Engineering, Inc.",189 F.3d 1370,51 U.S.P.Q.2d 1948,3/9/1999,1,1,,5465152,G01B11/306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
387,Wireless Agents LLC v. Sony Ericsson Mobile Communications AB,189 Fed.Appx. 965,2006 WL 2091197,26/7/2006,1,1,,6665173,H04L67/306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
388,"Doorking, Inc. v. Sentex Systems, Inc.",19 Fed.Appx. 872,2001 WL 1105913,13/9/2001,1,1,Circuit Judge Schall dissented,4604501,H04M1/6033,1,0,,,,,,,,,,,,,,,,,,,,,,,,
390,"Merck & Co., Inc. v. Mylan Pharmaceuticals, Inc.",190 F.3d 1335,51 U.S.P.Q.2d 1954,3/9/1999,1,2,,4832957,A61K9/2027,0,0,4900755,A61K9/2027,0,0,,,,,,,,,,,,,,,,,,,,
391,"Atlas Powder Co. v. Ireco, Inc.",190 F.3d 1342,51 U.S.P.Q.2d 1943,7/9/1999,1,1,,RE33788,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
392,Process Control Corp. v. HydReclaim Corp.,190 F.3d 1350,52 U.S.P.Q.2d 1029,7/9/1999,1,1,,5148943,B01F35/71775,1,1,,,,,,,,,,,,,,,,,,,,,,,,
394,K-2 Corp. v. Salomon S.A.,191 F.3d 1356,52 U.S.P.Q.2d 1001,13/9/1999,1,1,,5437466,A43B5/0401,0,0,,,,,,,,,,,,,,,,,,,,,,,,
397,Elkay Mfg. Co. v. Ebco Mfg. Co.,192 F.3d 973,52 U.S.P.Q.2d 1109,15/9/1999,1,2,,5222531,B67D3/0032,1,1,,,,,,,,,,,,,,,,,,,,,,,,
398,"Micro Chemical, Inc. v. Great Plains Chemical Co., Inc.",194 F.3d 1250,52 U.S.P.Q.2d 1258,6/10/1999,1,1,,4733971,G05D11/001,1,1,,,,,,,,,,,,,,,,,,,,,,,,
399,"Overhead Door Corp. v. Chamberlain Group, Inc.",194 F.3d 1261,52 U.S.P.Q.2d 1321,13/10/1999,1,1,,RE35364,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
400,"Systemation, Inc. v. Engel Industries, Inc.",194 F.3d 1331,1999 WL 129640,10/3/1999,1,1,,5321880,B23P19/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
401,"Sentex Systems, Inc. v. Elite Access Systems, Inc.",194 F.3d 1331,52 U.S.P.Q.2d 1520,10/3/1999,1,1,,5475741,G09F9/35,0,0,,,,,,,,,,,,,,,,,,,,,,,,
404,"CFMT, Inc. v. Steag Microtech, Inc.",194 F.3d 1336,1999 WL 319505,13/5/1999,1,1,,4911761,B05C3/109,0,0,,,,,,,,,,,,,,,,,,,,,,,,
405,"Orlaford Ltd. v. BBC Intern., Ltd.",194 F.3d 1337,1999 WL 342224,20/5/1999,1,1,,4848009,A43B3/34,0,0,,,,,,,,,,,,,,,,,,,,,,,,
406,"Innova/Pure Water, Inc. v. Aladdin Sales & Marketing, Inc.",194 F.3d 1337,1999 WL 345402,24/5/1999,1,1,,5609759,C02F1/003,1,1,,,,,,,,,,,,,,,,,,,,,,,,
407,"LRC Electronics, Inc. v. John Mezzalingua Associates, Inc.",194 F.3d 1337,1999 WL 352972,27/5/1999,1,1,,4902246,H01R13/5205,1,1,,,,,,,,,,,,,,,,,,,,,,,,
408,"Interactive Technologies, Inc. v. Pittway Corp.",194 F.3d 1337,1999 WL 379139,1/6/1999,1,1,,4855713,G08B25/003,0,0,,,,,,,,,,,,,,,,,,,,,,,,
409,"IGT v. Global Gaming Technology, Inc.",194 F.3d 1339,1999 WL 445672,17/6/1999,1,1,,4099722,G07F17/34,0,0,,,,,,,,,,,,,,,,,,,,,,,,
410,"Nagle Industries, Inc. v. Ford Motor Co",194 F.3d 1339,1999 WL 447080,22/6/1999,1,1,,5129281,F16C1/22,0,0,,,,,,,,,,,,,,,,,,,,,,,,
411,Georgia-Pacific Corp. v. U.S. Gypsum Co.,195 F.3d 1322,52 U.S.P.Q.2d 1590,1/11/1999,1,1,,4647496,B32B13/14,0,0,,,,,,,,,,,,,,,,,,,,,,,,
412,"Wang Laboratories, Inc. v. America Online, Inc.",197 F.3d 1377,53 U.S.P.Q.2d 1161,17/12/1999,1,1,,4751669,H04M11/085,0,0,,,,,,,,,,,,,,,,,,,,,,,,
413,"Meade Instruments Corp. v. Yamcon, Inc.",197 Fed.Appx. 929,2006 WL 2460703,25/8/2006,1,1,,5311203,G01C17/34,0,0,,,,,,,,,,,,,,,,,,,,,,,,
416,Rogers v. Desa Intern. Inc.,198 Fed.Appx. 918,2006 WL 1965660,13/7/2006,1,1,,5884403,A01G3/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
417,"Toro Co. v. White Consol. Industries, Inc.",199 F.3d 1295,53 U.S.P.Q.2d 1065,10/12/1999,1,1,Judge Rader dissents regarding claim construction,4694528,A47L5/14,1,1,,,,,,,,,,,,,,,,,,,,,,,,
419,"Vivid Technologies, Inc. v. American Science & Engineering, Inc.",200 F.3d 795,53 U.S.P.Q.2d 1289,29/12/1999,1,1,,5253283,G01V5/0016,0,0,,,,,,,,,,,,,,,,,,,,,,,,
420,"Dentsply Intern., Inc. v. Hu-Friedy Mfg. Co., Inc.",202 Fed.Appx. 464,2006 WL 3918413,8/12/2006,1,1,,6494714,A61C17/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,
421,"Cortland Line Co., Inc. v. Orvis Co., Inc.",203 F.3d 1351,53 U.S.P.Q.2d 1734,14/2/2000,1,1,,5120003,A01K89/016,0,0,,,,,,,,,,,,,,,,,,,,,,,,
422,"Kraft Foods, Inc. v. International Trading Co.",203 F.3d 1362,53 U.S.P.Q.2d 1814,14/2/2000,1,1,,5657873,B65D75/54,0,0,,,,,,,,,,,,,,,,,,,,,,,,
426,"Jeneric/Pentron, Inc. v. Dillon Company, Inc.",205 F.3d 1377,54 U.S.P.Q.2d 1086,20/3/2000,1,1,,5653791,C03C4/0021,0,0,,,,,,,,,,,,,,,,,,,,,,,,
427,Nova Biomedical Corp. v. i-Stat Corp.,215 F.3d 1351,1999 WL 693881,3/9/1999,1,1,,4686479,G01N33/4915,0,0,,,,,,,,,,,,,,,,,,,,,,,,
428,"IMS Technology, Inc. v. Haas Automation, Inc.",206 F.3d 1422,54 U.S.P.Q.2d 1129,27/3/2000,1,1,,4477754,G05B19/4142,1,1,,,,,,,,,,,,,,,,,,,,,,,,
429,"Clearstream Wastewater Systems, Inc. v. Hydro-Action, Inc.",206 F.3d 1440,54 U.S.P.Q.2d 1185,27/3/2000,1,1,,5221470,C02F3/1242,1,1,,,,,,,,,,,,,,,,,,,,,,,,
430,Optical Disc Corp. v. Del Mar Avionics,208 F.3d 1324,54 U.S.P.Q.2d 1289,7/4/2000,1,1,,5297129,G11B7/128,1,1,,,,,,,,,,,,,,,,,,,,,,,,
431,"Helifix Ltd. v. Blok-Lok, Ltd.",208 F.3d 1339,54 U.S.P.Q.2d 1299,7/4/2000,1,1,,5687801,E04G23/0222,0,0,,,,,,,,,,,,,,,,,,,,,,,,
432,"Kemco Sales, Inc. v. Control Papers Co., Inc.",208 F.3d 1352,54 U.S.P.Q.2d 1308,7/4/2000,1,1,,5405197,B65D27/30,0,0,,,,,,,,,,,,,,,,,,,,,,,,
434,Union Oil Co. of California v. Atlantic Richfield Co.,208 F.3d 989,54 U.S.P.Q.2d 1227,29/3/2000,1,1,Judge Lourie dissented,5288393,C10L1/06,0,0,,,,,,,,,,,,,,,,,,,,,,,,
436,Akeva L.L.C. v. Adidas-Salomon AG,208 Fed.Appx. 861,2006 WL 3258207,13/11/2006,1,2,,6662471,A43B21/28,0,0,6604300,A43B21/52,0,0,,,,,,,,,,,,,,,,,,,,
438,"Hill-Rom Co., Inc. v. Kinetic Concepts, Inc.",209 F.3d 1337,54 U.S.P.Q.2d 1437,14/4/2000,1,1,,5586346,A61G7/05769,0,0,,,,,,,,,,,,,,,,,,,,,,,,
440,"Envirco Corp. v. Clestra Cleanroom, Inc.",209 F.3d 1360,54 U.S.P.Q.2d 1449,18/4/2000,1,1,,4560395,B01D46/10,1,1,,,,,,,,,,,,,,,,,,,,,,,,
442,"Circle R, Inc. v. Trail King Industries, Inc.",21 Fed.Appx. 894,2001 WL 1153225,28/9/2001,1,1,,5480214,B60P1/28,1,0,,,,,,,,,,,,,,,,,,,,,,,,
446,"Aqua-Aerobic Systems, Inc. v. Aerators Inc.",211 F.3d 1241,54 U.S.P.Q.2d 1566,3/5/2000,1,1,,4422771,B01F23/431,0,0,,,,,,,,,,,,,,,,,,,,,,,,
448,"DESA IP, LLC v. EML Technologies, LLC",211 Fed.Appx. 932,2007 WL 79066,4/1/2007,1,1,,5598066,H05B41/42,1,1,,,,,,,,,,,,,,,,,,,,,,,,
449,"Aspex Eyewear, Inc. v. Concepts In Optics, Inc.",211 Fed.Appx. 955,2007 WL 46067,9/1/2007,1,1,,RE37545,,1,0,,,,,,,,,,,,,,,,,,,,,,,,
453,"Vehicular Technologies Corp. v. Titan Wheel Intern., Inc.",212 F.3d 1377,54 U.S.P.Q.2d 1841,22/5/2000,1,1,,5413015,F16H48/142,0,0,,,,,,,,,,,,,,,,,,,,,,,,
454,"Shanghai Meihao Elec., Inc. v. Leviton Mfg. Co., Inc.",212 Fed.Appx. 977,2007 WL 63776,10/1/2007,1,4,,6040967,H01H71/62,0,0,6246558,H02H3/335,0,0,6381112,H01H71/62,0,0,6437953,H02H3/335,0,0,,,,,,,,,,,,
